codigo;nombre;DEBE
651;TORRE EMPRESARIAL TITANIUM B;
450;TORRE EQUUS;
359;TORRE FUERTE;
907;TORRE GALENO;
360;TORRE GAUSS;
362;TORRE GIRASOLES;1
588;TORRE GUADALUPE;
363;TORRE JULIETA;
364;TORRE MH;
367;TORRE NORMA;
368;TORRE NOVA;1
369;TORRE ONIX;
821;TORRE RAMSES;
370;TORRE ROYAL;
371;TORRE T;
682;TORRE TITANIUM (VARGAS) A;
683;TORRE TITANIUM (VARGAS) B;
684;TORRE TITANIUM (VARGAS) C;
372;TORRE VENTURA;1
533;TORRE VISION (VISION MODERNA);
461;TORRES ALAMOS;
776;TORRES DEL POETA;1
528;TORRES DEL POETA CASA GOITA;
527;TORRES DEL POETA GALERIA NORESTE;
530;TORRES DEL POETA GALERIA SURESTE;
529;TORRES DEL POETA MULTITIENDAS;
525;TORRES DEL POETA PATIO DE COMIDA NORTE;
524;TORRES DEL POETA PATIO DE COMIDA SUR;
526;TORRES DEL POETA PATIO DE MULTITIENDAS PANORAMICO;
523;TORRES DEL POETA SUPERMERCADO;
940;TORRES EL POETA CASA GOYTIA II;
792;TORRES EL POETA PATIO;
374;TORRES MONTERREY;
616;TORRES OMEGA;
375;TORRICO;
416;TOWER CENTER (Curve);
534;TOY HAUSE;
541;TOY HOUSE;
354;TRAMONTANA (TIVOLI);1
538;TRIGO SANJINEZ;
376;TULIPANES;
377;TUNUPA;
378;UCB;
379;UCB LA PAZ;
380;UCB MAESTRIAS;
943;UCB MONTACARGAS;
850;UGARTE;
494;UKAMAU I;
687;UKAMAU II;
456;UMSA;
945;UNASUR;
715;UNICORNIO CHUMA;
381;UNIFRANZ;
382;UNION;
383;UNION EUROPEA;1
229;UNION LOS PINOS II TERAN;
384;UNIVALLE;
808;UP LAND;
802;UPEA CONGARCA;
911;URBELLA;
385;UTO - EX ANEXO;1
386;VALENTINA;
1039;VALENTINA (EX FAMILIA MENCHACA);
978;VALENTINA (STOCK);
970;VALENTINA EX JULIETTE;
387;VALERIA;
823;VALERIA AVRIL;
1053;VALVERDE (EX ENRIQUEZ);
388;VARELA;
423;VARGAS;
966;VARGAS;
939;VARGAS PRADA;
751;VEGA;
579;VEGAS;
457;VENECIA;
389;VERA;
855;VIA 22;
900;VIA 22 MONT;
876;VICTOR CHILA;
1058;VICTOR PRIMERO;
391;VILLA DEL ALBA;
392;VILLA JARDIN;
393;VILLA LA SERENA;
395;VILLA RICA;
935;VILLA VERDE;
799;VILLARROEL (GOLEM);
740;VILLEGAS A;
741;VILLEGAS B;
396;VIMEC;
515;VIRGEN DE COPACABANA;
397;VIRGEN DE LA ASUNCION;
398;VIRGEN DE LOURDES;
400;VITRUVIO;
401;VITRUVIO II;1
402;VITTORIA;
403;VIVENCIA;
459;VIVIANA CALEB;
404;WANAIRA;
942;WARA;
480;WHIPALA;
637;WHIPALA A;
638;WHIPALA B;
405;WIRACOCHA;
649;XATIVA;
406;YOCAPRI;
407;YOCAPRI II;
918;YPFB;
719;YUNGAS;
617;YUNGAS (HANNA);1
408;ZAIRE;
410;ZARAGOZA;
604;ZEGARRA;
411;ZEGARRA - MALAGA;
412;ZEGARRA MALAGA 2;
